publishedAt,0
2021-08-11,241
2021-08-12,186
2021-08-13,220
2021-08-14,185
2021-08-15,234
2021-08-16,184
2021-08-17,213
2021-08-18,224
2021-08-19,186
2021-08-20,223
2021-08-21,139
2021-08-22,248
2021-08-23,188
2021-08-24,172
2021-08-25,239
2021-08-26,223
2021-08-27,251
2021-08-28,133
2021-08-29,142
2021-08-30,179
2021-08-31,195
2021-09-01,269
2021-09-02,200
2021-09-03,216
2021-09-04,133
2021-09-05,264
2021-09-06,194
2021-09-07,208
2021-09-08,167
2021-09-09,227
2021-09-10,246
2021-09-11,178
2021-09-12,231
2021-09-13,228
2021-09-14,235
2021-09-15,173
2021-09-16,211
2021-09-17,250
2021-09-18,149
2021-09-19,214
2021-09-20,117
2021-09-21,161
2021-09-22,157
2021-09-23,173
2021-09-24,240
2021-09-25,159
2021-09-26,277
2021-09-27,155
2021-09-28,121
2021-09-29,218
2021-09-30,225
2021-10-01,253
2021-10-02,163
2021-10-03,247
2021-10-04,162
2021-10-05,166
2021-10-06,268
2021-10-07,229
2021-10-08,211
2021-10-09,176
2021-10-10,214
2021-10-11,160
2021-10-12,164
2021-10-13,288
2021-10-14,238
2021-10-15,184
2021-10-16,154
2021-10-17,246
2021-10-18,144
2021-10-19,177
2021-10-20,265
2021-10-21,215
2021-10-22,275
2021-10-23,159
2021-10-24,221
2021-10-25,136
2021-10-26,109
2021-10-27,258
2021-10-28,289
2021-10-29,205
2021-10-30,167
2021-10-31,191
2021-11-01,159
2021-11-02,111
2021-11-03,181
2021-11-04,222
2021-11-05,246
2021-11-06,118
2021-11-07,186
2021-11-08,153
2021-11-09,218
2021-11-10,217
2021-11-11,202
2021-11-12,259
2021-11-13,196
2021-11-14,284
2021-11-15,139
2021-11-16,201
2021-11-17,227
2021-11-18,245
2021-11-19,212
2021-11-20,193
2021-11-21,216
2021-11-22,125
2021-11-23,181
2021-11-24,208
2021-11-25,190
2021-11-26,110
2021-11-27,99
2021-11-28,208
2021-11-29,149
2021-11-30,157
2021-12-01,177
2021-12-02,192
2021-12-03,156
2021-12-04,119
2021-12-05,235
2021-12-06,211
2021-12-07,215
2021-12-08,211
2021-12-09,183
2021-12-10,208
2021-12-11,82
2021-12-12,190
2021-12-13,183
2021-12-14,183
2021-12-15,262
2021-12-16,286
2021-12-17,239
2021-12-18,110
2021-12-19,312
2021-12-20,335
2021-12-21,327
2021-12-22,288
2021-12-23,247
2021-12-24,104
2021-12-25,133
2021-12-26,199
2021-12-27,97
2021-12-28,139
2021-12-29,211
2021-12-30,186
2021-12-31,142
2022-01-01,123
2022-01-02,205
2022-01-03,192
2022-01-04,190
2022-01-05,210
2022-01-06,180
2022-01-07,234
2022-01-08,145
2022-01-09,237
2022-01-10,220
2022-01-11,185
2022-01-12,188
2022-01-13,232
2022-01-14,164
2022-01-15,123
2022-01-16,207
2022-01-17,175
2022-01-18,205
2022-01-19,266
2022-01-20,251
2022-01-21,162
2022-01-22,103
2022-01-23,249
2022-01-24,191
2022-01-25,196
2022-01-26,234
2022-01-27,246
2022-01-28,181
2022-01-29,102
2022-01-30,230
2022-01-31,194
2022-02-01,210
2022-02-02,242
2022-02-03,230
2022-02-04,256
2022-02-05,126
2022-02-06,244
2022-02-07,187
2022-02-08,194
2022-02-09,221
2022-02-10,182
2022-02-11,236
2022-02-12,157
2022-02-13,228
2022-02-14,246
2022-02-15,149
2022-02-16,258
2022-02-17,241
2022-02-18,218
2022-02-19,100
2022-02-20,279
2022-02-21,246
2022-02-22,176
2022-02-23,200
2022-02-24,220
2022-02-25,180
2022-02-26,127
2022-02-27,263
2022-02-28,166
2022-03-01,164
2022-03-02,246
2022-03-03,247
2022-03-04,152
2022-03-05,122
2022-03-06,322
2022-03-07,183
2022-03-08,202
2022-03-09,316
2022-03-10,92
2022-03-11,120
2022-03-12,144
2022-03-13,264
2022-03-14,201
2022-03-15,198
2022-03-16,216
2022-03-17,207
2022-03-18,274
2022-03-19,102
2022-03-20,180
2022-03-21,173
2022-03-22,166
2022-03-23,326
2022-03-24,251
2022-03-25,261
2022-03-26,124
2022-03-27,182
2022-03-28,118
2022-03-29,180
